


Bayesian estimates
==================

Locus Parameter        2.5%      25.0%    mode     75.0%   97.5%     median   mean
   25  Theta_3         0.00018  0.00088  0.00133  0.00181  0.00311  0.00147  0.00157
   25  Theta_4         0.00058  0.00133  0.00180  0.00231  0.00358  0.00194  0.00202
   25  Theta_5         0.00107  0.00190  0.00241  0.00298  0.00435  0.00256  0.00264
   25  Theta_6         0.00068  0.00144  0.00191  0.00243  0.00368  0.00205  0.00212
   25  Theta_7         0.00065  0.00142  0.00190  0.00244  0.00377  0.00205  0.00213
   25  Theta_8         0.00067  0.00146  0.00196  0.00250  0.00389  0.00211  0.00219
   25  Theta_9         0.00118  0.00206  0.00262  0.00320  0.00467  0.00276  0.00284
   25  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   788.03
   25  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   726.80
   25  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   676.37
   25  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   687.66
   25  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   716.00
   25  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   697.91
   25  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   690.84
   25  D_6->1          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00107
   25  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00100
   25  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00327  0.00150  0.00106
   25  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00333  0.00157  0.00112
   25  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   25  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   25  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   25  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   26  Theta_1         0.00070  0.00157  0.00218  0.00301  0.00526  0.00257  0.00277
   26  Theta_2         0.00000  0.00060  0.00103  0.00150  0.00266  0.00119  0.00127
   26  Theta_3         0.00030  0.00112  0.00170  0.00245  0.00446  0.00204  0.00221
   26  Theta_4         0.00073  0.00175  0.00244  0.00323  0.00533  0.00274  0.00291
   26  Theta_5         0.00179  0.00331  0.00448  0.00512  0.00725  0.00442  0.00454
   26  Theta_6         0.00073  0.00167  0.00229  0.00311  0.00504  0.00263  0.00277
   26  Theta_7         0.00067  0.00175  0.00241  0.00325  0.00546  0.00274  0.00291
   26  Theta_8         0.00097  0.00206  0.00284  0.00372  0.00602  0.00316  0.00333
   26  Theta_9         0.00176  0.00286  0.00358  0.00455  0.00698  0.00396  0.00415
   26  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   770.83
   26  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   727.84
   26  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   737.17
   26  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   571.65
   26  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   748.51
   26  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   726.38
   26  M_8->9             0.00     0.00  1525.88 28076.17 64697.27 28381.35   807.23
   26  D_6->1          0.00000  0.00020  0.00103  0.00180  0.00360  0.00157  0.00112
   26  D_2->3          0.00000  0.00027  0.00117  0.00193  0.00387  0.00163  0.00124
   26  D_3->4          0.00000  0.00040  0.00123  0.00207  0.00393  0.00170  0.00133
   26  D_4->5          0.00000  0.00027  0.00117  0.00193  0.00393  0.00163  0.00126
   26  D_5->6          0.00000  0.00053  0.00150  0.00240  0.00440  0.00190  0.00163
   26  D_6->7          0.00000  0.00040  0.00123  0.00207  0.00407  0.00170  0.00134
   26  D_7->8          0.00000  0.00040  0.00130  0.00213  0.00407  0.00177  0.00138
   26  D_8->9          0.00000  0.00033  0.00123  0.00200  0.00407  0.00170  0.00134
   27  Theta_1         0.00073  0.00175  0.00247  0.00325  0.00531  0.00272  0.00288
   27  Theta_2         0.00001  0.00067  0.00111  0.00161  0.00284  0.00128  0.00137
   27  Theta_3         0.00049  0.00140  0.00210  0.00289  0.00555  0.00243  0.00268
   27  Theta_4         0.00075  0.00173  0.00238  0.00313  0.00500  0.00263  0.00277
   27  Theta_5         0.00164  0.00264  0.00345  0.00419  0.00627  0.00363  0.00378
   27  Theta_6         0.00076  0.00169  0.00235  0.00312  0.00517  0.00263  0.00277
   27  Theta_7         0.00123  0.00222  0.00302  0.00380  0.00593  0.00327  0.00342
   27  Theta_8         0.00077  0.00171  0.00237  0.00314  0.00519  0.00266  0.00281
   27  Theta_9         0.00147  0.00256  0.00326  0.00421  0.00656  0.00368  0.00388
   27  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   949.45
   27  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   675.14
   27  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   676.66
   27  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   660.75
   27  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   749.03
   27  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   735.22
   27  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   769.63
   27  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00360  0.00157  0.00108
   27  D_2->3          0.00000  0.00027  0.00110  0.00187  0.00387  0.00163  0.00119
   27  D_3->4          0.00000  0.00053  0.00157  0.00240  0.00453  0.00197  0.00168
   27  D_4->5          0.00000  0.00053  0.00150  0.00233  0.00433  0.00190  0.00160
   27  D_5->6          0.00000  0.00047  0.00143  0.00227  0.00427  0.00183  0.00152
   27  D_6->7          0.00000  0.00033  0.00123  0.00200  0.00400  0.00170  0.00132
   27  D_7->8          0.00000  0.00040  0.00130  0.00213  0.00413  0.00177  0.00141
   27  D_8->9          0.00000  0.00033  0.00117  0.00200  0.00393  0.00163  0.00127
   28  Theta_1         0.00049  0.00132  0.00185  0.00248  0.00414  0.00207  0.00219
   28  Theta_2         0.00000  0.00057  0.00095  0.00131  0.00208  0.00102  0.00104
   28  Theta_3         0.00006  0.00076  0.00122  0.00173  0.00317  0.00140  0.00152
   28  Theta_4         0.00046  0.00121  0.00170  0.00227  0.00372  0.00190  0.00200
   28  Theta_5         0.00101  0.00189  0.00246  0.00319  0.00491  0.00273  0.00284
   28  Theta_6         0.00056  0.00131  0.00179  0.00231  0.00369  0.00194  0.00203
   28  Theta_7         0.00056  0.00134  0.00187  0.00249  0.00419  0.00210  0.00224
   28  Theta_8         0.00073  0.00156  0.00211  0.00273  0.00435  0.00231  0.00242
   28  Theta_9         0.00116  0.00213  0.00273  0.00339  0.00503  0.00290  0.00300
   28  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   919.57
   28  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   743.51
   28  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   722.25
   28  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   682.22
   28  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   768.51
   28  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   768.52
   28  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   780.52
   28  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00333  0.00143  0.00097
   28  D_2->3          0.00000  0.00013  0.00097  0.00167  0.00347  0.00150  0.00100
   28  D_3->4          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00112
   28  D_4->5          0.00000  0.00033  0.00117  0.00193  0.00367  0.00163  0.00121
   28  D_5->6          0.00000  0.00040  0.00130  0.00213  0.00400  0.00177  0.00140
   28  D_6->7          0.00000  0.00027  0.00110  0.00187  0.00360  0.00157  0.00114
   28  D_7->8          0.00000  0.00027  0.00117  0.00187  0.00373  0.00163  0.00120
   28  D_8->9          0.00000  0.00020  0.00103  0.00173  0.00347  0.00150  0.00107
   29  Theta_1         0.00058  0.00137  0.00190  0.00249  0.00399  0.00208  0.00219
   29  Theta_2         0.00006  0.00065  0.00103  0.00140  0.00222  0.00110  0.00113
   29  Theta_3         0.00010  0.00079  0.00124  0.00172  0.00296  0.00138  0.00147
   29  Theta_4         0.00050  0.00126  0.00174  0.00225  0.00354  0.00187  0.00195
   29  Theta_5         0.00097  0.00177  0.00230  0.00284  0.00427  0.00244  0.00253
   29  Theta_6         0.00051  0.00127  0.00174  0.00222  0.00346  0.00185  0.00193
   29  Theta_7         0.00051  0.00129  0.00179  0.00228  0.00361  0.00190  0.00198
   29  Theta_8         0.00056  0.00134  0.00181  0.00236  0.00366  0.00197  0.00205
   29  Theta_9         0.00102  0.00187  0.00240  0.00298  0.00444  0.00256  0.00265
   29  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   882.28
   29  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   792.94
   29  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.95
   29  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   706.41
   29  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   773.63
   29  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   754.48
   29  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   780.47
   29  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00094
   29  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00095
   29  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   29  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   29  D_5->6          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   29  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   29  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00353  0.00157  0.00111
   29  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00112
   30  Theta_1         0.00079  0.00173  0.00240  0.00319  0.00530  0.00272  0.00290
   30  Theta_2         0.00005  0.00071  0.00112  0.00156  0.00256  0.00123  0.00129
   30  Theta_3         0.00016  0.00091  0.00144  0.00205  0.00385  0.00169  0.00185
   30  Theta_4         0.00070  0.00159  0.00218  0.00290  0.00480  0.00246  0.00260
   30  Theta_5         0.00137  0.00232  0.00301  0.00380  0.00588  0.00330  0.00344
   30  Theta_6         0.00085  0.00175  0.00235  0.00305  0.00488  0.00260  0.00274
   30  Theta_7         0.00087  0.00192  0.00260  0.00336  0.00545  0.00285  0.00301
   30  Theta_8         0.00071  0.00173  0.00233  0.00305  0.00497  0.00256  0.00271
   30  Theta_9         0.00131  0.00256  0.00333  0.00411  0.00632  0.00356  0.00374
   30  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   852.76
   30  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   745.94
   30  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   631.55
   30  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   639.55
   30  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   742.44
   30  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   668.11
   30  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   674.22
   30  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00320  0.00143  0.00091
   30  D_2->3          0.00000  0.00027  0.00103  0.00180  0.00360  0.00157  0.00112
   30  D_3->4          0.00000  0.00033  0.00123  0.00200  0.00380  0.00163  0.00128
   30  D_4->5          0.00000  0.00040  0.00137  0.00213  0.00393  0.00177  0.00140
   30  D_5->6          0.00000  0.00040  0.00137  0.00213  0.00393  0.00177  0.00142
   30  D_6->7          0.00000  0.00033  0.00117  0.00193  0.00373  0.00163  0.00122
   30  D_7->8          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00137
   30  D_8->9          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00138
   31  Theta_1         0.00046  0.00123  0.00172  0.00226  0.00367  0.00188  0.00198
   31  Theta_2         0.00005  0.00065  0.00103  0.00139  0.00218  0.00108  0.00112
   31  Theta_3         0.00008  0.00078  0.00121  0.00168  0.00291  0.00135  0.00144
   31  Theta_4         0.00043  0.00120  0.00168  0.00220  0.00353  0.00183  0.00192
   31  Theta_5         0.00097  0.00178  0.00229  0.00283  0.00424  0.00243  0.00251
   31  Theta_6         0.00053  0.00127  0.00172  0.00221  0.00339  0.00184  0.00191
   31  Theta_7         0.00054  0.00131  0.00179  0.00231  0.00364  0.00193  0.00201
   31  Theta_8         0.00056  0.00131  0.00179  0.00231  0.00360  0.00193  0.00201
   31  Theta_9         0.00104  0.00190  0.00242  0.00302  0.00439  0.00258  0.00265
   31  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   882.41
   31  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   783.89
   31  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   728.64
   31  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   690.02
   31  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   784.57
   31  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   777.92
   31  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.24
   31  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00095
   31  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00095
   31  D_3->4          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   31  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   31  D_5->6          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   31  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00105
   31  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00112
   31  D_8->9          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00109
   32  Theta_1         0.00054  0.00134  0.00183  0.00240  0.00388  0.00201  0.00211
   32  Theta_2         0.00012  0.00074  0.00113  0.00150  0.00234  0.00118  0.00122
   32  Theta_3         0.00015  0.00084  0.00129  0.00178  0.00309  0.00144  0.00154
   32  Theta_4         0.00057  0.00132  0.00182  0.00234  0.00370  0.00196  0.00205
   32  Theta_5         0.00099  0.00184  0.00237  0.00295  0.00434  0.00253  0.00261
   32  Theta_6         0.00063  0.00141  0.00188  0.00239  0.00365  0.00201  0.00208
   32  Theta_7         0.00059  0.00137  0.00185  0.00238  0.00374  0.00200  0.00209
   32  Theta_8         0.00063  0.00141  0.00191  0.00245  0.00382  0.00206  0.00215
   32  Theta_9         0.00115  0.00206  0.00263  0.00325  0.00479  0.00279  0.00288
   32  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   809.79
   32  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   759.87
   32  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   698.00
   32  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.32
   32  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   750.42
   32  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   742.29
   32  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   720.17
   32  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00101
   32  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00098
   32  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00107
   32  D_4->5          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00108
   32  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   32  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   32  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00109
   32  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   33  Theta_1         0.00089  0.00184  0.00258  0.00347  0.00578  0.00297  0.00315
   33  Theta_2         0.00002  0.00070  0.00117  0.00168  0.00292  0.00134  0.00142
   33  Theta_3         0.00043  0.00129  0.00194  0.00283  0.00514  0.00238  0.00257
   33  Theta_4         0.00068  0.00175  0.00249  0.00332  0.00556  0.00279  0.00298
   33  Theta_5         0.00188  0.00309  0.00388  0.00505  0.00771  0.00438  0.00456
   33  Theta_6         0.00141  0.00248  0.00321  0.00425  0.00646  0.00363  0.00377
   33  Theta_7         0.00104  0.00215  0.00286  0.00376  0.00583  0.00316  0.00328
   33  Theta_8         0.00108  0.00226  0.00313  0.00395  0.00610  0.00334  0.00349
   33  Theta_9         0.00168  0.00310  0.00387  0.00500  0.00739  0.00428  0.00443
   33  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   818.78
   33  M_3->4             0.00     0.00  1525.88 28076.17 64697.27 28381.35   828.35
   33  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   686.48
   33  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   689.62
   33  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   693.47
   33  M_7->8             0.00     0.00  1525.88 28076.17 64697.27 28381.35   790.18
   33  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   755.53
   33  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00353  0.00150  0.00107
   33  D_2->3          0.00000  0.00033  0.00117  0.00200  0.00387  0.00163  0.00126
   33  D_3->4          0.00000  0.00040  0.00130  0.00213  0.00420  0.00177  0.00143
   33  D_4->5          0.00000  0.00040  0.00137  0.00213  0.00413  0.00177  0.00144
   33  D_5->6          0.00000  0.00047  0.00137  0.00220  0.00420  0.00177  0.00146
   33  D_6->7          0.00000  0.00027  0.00117  0.00193  0.00393  0.00163  0.00125
   33  D_7->8          0.00000  0.00053  0.00150  0.00233  0.00447  0.00190  0.00162
   33  D_8->9          0.00000  0.00040  0.00137  0.00213  0.00427  0.00177  0.00146
   34  Theta_1         0.00059  0.00140  0.00190  0.00248  0.00397  0.00208  0.00218
   34  Theta_2         0.00018  0.00084  0.00123  0.00164  0.00257  0.00131  0.00135
   34  Theta_3         0.00020  0.00090  0.00135  0.00183  0.00315  0.00149  0.00159
   34  Theta_4         0.00059  0.00137  0.00186  0.00239  0.00375  0.00201  0.00210
   34  Theta_5         0.00109  0.00197  0.00251  0.00310  0.00454  0.00266  0.00275
   34  Theta_6         0.00067  0.00146  0.00193  0.00244  0.00364  0.00204  0.00211
   34  Theta_7         0.00065  0.00146  0.00197  0.00250  0.00392  0.00210  0.00219
   34  Theta_8         0.00068  0.00148  0.00199  0.00254  0.00397  0.00215  0.00224
   34  Theta_9         0.00118  0.00209  0.00265  0.00329  0.00482  0.00282  0.00291
   34  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   800.07
   34  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   712.71
   34  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   671.19
   34  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   698.49
   34  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   716.70
   34  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   730.43
   34  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   669.78
   34  D_6->1          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00107
   34  D_2->3          0.00000  0.00020  0.00103  0.00173  0.00327  0.00150  0.00103
   34  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00108
   34  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00333  0.00157  0.00113
   34  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   34  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00113
   34  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   34  D_8->9          0.00000  0.00027  0.00117  0.00187  0.00353  0.00157  0.00118
   35  Theta_1         0.00055  0.00135  0.00185  0.00239  0.00374  0.00199  0.00208
   35  Theta_2         0.00015  0.00077  0.00116  0.00155  0.00243  0.00123  0.00127
   35  Theta_3         0.00016  0.00086  0.00132  0.00179  0.00305  0.00145  0.00154
   35  Theta_4         0.00053  0.00130  0.00177  0.00229  0.00360  0.00191  0.00200
   35  Theta_5         0.00103  0.00182  0.00233  0.00291  0.00428  0.00249  0.00257
   35  Theta_6         0.00062  0.00139  0.00185  0.00238  0.00367  0.00201  0.00208
   35  Theta_7         0.00061  0.00137  0.00185  0.00238  0.00374  0.00201  0.00210
   35  Theta_8         0.00063  0.00140  0.00190  0.00242  0.00374  0.00204  0.00212
   35  Theta_9         0.00111  0.00201  0.00254  0.00311  0.00461  0.00268  0.00276
   35  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   815.98
   35  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   747.35
   35  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   663.99
   35  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   711.21
   35  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   743.18
   35  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   723.80
   35  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   700.00
   35  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00103
   35  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00320  0.00143  0.00097
   35  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00327  0.00150  0.00104
   35  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00333  0.00157  0.00112
   35  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   35  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00108
   35  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   35  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   36  Theta_1         0.00061  0.00144  0.00199  0.00258  0.00414  0.00216  0.00228
   36  Theta_2         0.00016  0.00081  0.00122  0.00162  0.00256  0.00130  0.00134
   36  Theta_3         0.00026  0.00104  0.00154  0.00211  0.00370  0.00174  0.00186
   36  Theta_4         0.00064  0.00148  0.00201  0.00260  0.00408  0.00218  0.00229
   36  Theta_5         0.00105  0.00198  0.00252  0.00314  0.00463  0.00268  0.00277
   36  Theta_6         0.00071  0.00153  0.00204  0.00261  0.00411  0.00221  0.00232
   36  Theta_7         0.00065  0.00146  0.00196  0.00255  0.00398  0.00215  0.00224
   36  Theta_8         0.00073  0.00159  0.00211  0.00273  0.00428  0.00231  0.00241
   36  Theta_9         0.00116  0.00214  0.00271  0.00335  0.00493  0.00288  0.00298
   36  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   809.94
   36  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.61
   36  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   662.70
   36  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   711.41
   36  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   701.53
   36  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   719.86
   36  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   678.95
   36  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00105
   36  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00100
   36  D_3->4          0.00000  0.00027  0.00110  0.00180  0.00340  0.00150  0.00110
   36  D_4->5          0.00000  0.00033  0.00117  0.00193  0.00360  0.00163  0.00123
   36  D_5->6          0.00000  0.00033  0.00110  0.00187  0.00347  0.00157  0.00114
   36  D_6->7          0.00000  0.00027  0.00110  0.00187  0.00347  0.00157  0.00116
   36  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   36  D_8->9          0.00000  0.00033  0.00123  0.00193  0.00367  0.00163  0.00125
   37  Theta_1         0.00057  0.00142  0.00193  0.00250  0.00397  0.00209  0.00219
   37  Theta_2         0.00015  0.00079  0.00119  0.00159  0.00251  0.00127  0.00131
   37  Theta_3         0.00018  0.00090  0.00136  0.00188  0.00326  0.00153  0.00163
   37  Theta_4         0.00059  0.00140  0.00188  0.00242  0.00383  0.00203  0.00212
   37  Theta_5         0.00100  0.00189  0.00243  0.00304  0.00452  0.00259  0.00269
   37  Theta_6         0.00067  0.00146  0.00196  0.00250  0.00382  0.00210  0.00218
   37  Theta_7         0.00069  0.00153  0.00202  0.00261  0.00410  0.00220  0.00230
   37  Theta_8         0.00068  0.00146  0.00197  0.00251  0.00395  0.00212  0.00222
   37  Theta_9         0.00124  0.00222  0.00282  0.00345  0.00504  0.00297  0.00305
   37  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   816.16
   37  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   730.67
   37  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   676.12
   37  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   705.01
   37  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   727.83
   37  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   714.98
   37  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   711.12
   37  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00105
   37  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00101
   37  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00109
   37  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00340  0.00157  0.00115
   37  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   37  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   37  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   37  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00353  0.00157  0.00118
   38  Theta_1         0.00093  0.00198  0.00266  0.00361  0.00573  0.00304  0.00318
   38  Theta_2         0.00005  0.00072  0.00116  0.00165  0.00280  0.00132  0.00138
   38  Theta_3         0.00020  0.00102  0.00162  0.00239  0.00453  0.00197  0.00216
   38  Theta_4         0.00103  0.00213  0.00284  0.00366  0.00585  0.00312  0.00329
   38  Theta_5         0.00206  0.00333  0.00473  0.00535  0.00771  0.00457  0.00467
   38  Theta_6         0.00104  0.00212  0.00282  0.00374  0.00592  0.00318  0.00335
   38  Theta_7         0.00103  0.00214  0.00285  0.00381  0.00601  0.00324  0.00341
   38  Theta_8         0.00107  0.00216  0.00287  0.00369  0.00583  0.00313  0.00327
   38  Theta_9         0.00181  0.00314  0.00398  0.00491  0.00710  0.00426  0.00446
   38  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   866.11
   38  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   596.98
   38  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   686.14
   38  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   672.75
