


Bayesian estimates
==================

Locus Parameter        2.5%      25.0%    mode     75.0%   97.5%     median   mean
   89  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00347  0.00157  0.00115
   89  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00353  0.00163  0.00121
   90  Theta_1         0.00045  0.00124  0.00175  0.00237  0.00404  0.00199  0.00212
   90  Theta_2         0.00010  0.00073  0.00113  0.00153  0.00248  0.00122  0.00127
   90  Theta_3         0.00005  0.00075  0.00121  0.00172  0.00312  0.00139  0.00150
   90  Theta_4         0.00050  0.00132  0.00183  0.00242  0.00395  0.00202  0.00213
   90  Theta_5         0.00098  0.00195  0.00252  0.00316  0.00504  0.00272  0.00286
   90  Theta_6         0.00058  0.00132  0.00177  0.00226  0.00347  0.00190  0.00197
   90  Theta_7         0.00057  0.00141  0.00194  0.00253  0.00420  0.00213  0.00225
   90  Theta_8         0.00071  0.00154  0.00211  0.00275  0.00454  0.00233  0.00247
   90  Theta_9         0.00102  0.00199  0.00257  0.00325  0.00497  0.00279  0.00291
   90  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   889.03
   90  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   776.15
   90  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   709.66
   90  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   633.26
   90  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   767.89
   90  M_7->8             0.00     0.00  1525.88 28076.17 64697.27 28381.35   805.50
   90  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   714.39
   90  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00333  0.00143  0.00096
   90  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00340  0.00150  0.00099
   90  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00105
   90  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   90  D_5->6          0.00000  0.00033  0.00123  0.00200  0.00380  0.00163  0.00126
   90  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00353  0.00150  0.00108
   90  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00360  0.00157  0.00111
   90  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00373  0.00163  0.00122
   91  Theta_1         0.00059  0.00145  0.00199  0.00262  0.00429  0.00220  0.00232
   91  Theta_2         0.00006  0.00067  0.00105  0.00142  0.00223  0.00111  0.00114
   91  Theta_3         0.00012  0.00080  0.00125  0.00173  0.00302  0.00140  0.00150
   91  Theta_4         0.00048  0.00127  0.00175  0.00228  0.00371  0.00191  0.00201
   91  Theta_5         0.00096  0.00182  0.00237  0.00293  0.00433  0.00251  0.00259
   91  Theta_6         0.00056  0.00132  0.00179  0.00229  0.00358  0.00192  0.00200
   91  Theta_7         0.00054  0.00132  0.00182  0.00236  0.00370  0.00197  0.00206
   91  Theta_8         0.00056  0.00137  0.00186  0.00240  0.00384  0.00202  0.00211
   91  Theta_9         0.00115  0.00209  0.00265  0.00329  0.00497  0.00283  0.00294
   91  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   857.91
   91  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   779.56
   91  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   689.35
   91  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   675.50
   91  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   780.45
   91  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   740.83
   91  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   759.88
   91  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00094
   91  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00098
   91  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   91  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00347  0.00157  0.00115
   91  D_5->6          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   91  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   91  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   91  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00111
   92  Theta_1         0.00052  0.00134  0.00183  0.00240  0.00382  0.00200  0.00209
   92  Theta_2         0.00010  0.00071  0.00110  0.00147  0.00229  0.00116  0.00119
   92  Theta_3         0.00012  0.00083  0.00128  0.00178  0.00309  0.00144  0.00153
   92  Theta_4         0.00051  0.00126  0.00172  0.00225  0.00359  0.00188  0.00198
   92  Theta_5         0.00100  0.00181  0.00233  0.00290  0.00428  0.00249  0.00257
   92  Theta_6         0.00062  0.00135  0.00182  0.00231  0.00354  0.00194  0.00201
   92  Theta_7         0.00060  0.00135  0.00183  0.00236  0.00373  0.00199  0.00208
   92  Theta_8         0.00062  0.00141  0.00190  0.00244  0.00374  0.00204  0.00211
   92  Theta_9         0.00107  0.00203  0.00260  0.00320  0.00479  0.00274  0.00284
   92  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   846.44
   92  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   771.90
   92  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   671.96
   92  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   702.76
   92  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.70
   92  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.44
   92  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   730.11
   92  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00098
   92  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00320  0.00143  0.00095
   92  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00106
   92  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   92  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   92  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   92  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00108
   92  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   93  Theta_1         0.00054  0.00132  0.00182  0.00236  0.00375  0.00197  0.00206
   93  Theta_2         0.00012  0.00074  0.00112  0.00151  0.00234  0.00119  0.00122
   93  Theta_3         0.00012  0.00080  0.00124  0.00171  0.00298  0.00138  0.00148
   93  Theta_4         0.00052  0.00129  0.00175  0.00228  0.00355  0.00190  0.00198
   93  Theta_5         0.00095  0.00180  0.00230  0.00289  0.00429  0.00246  0.00254
   93  Theta_6         0.00059  0.00135  0.00180  0.00229  0.00348  0.00192  0.00199
   93  Theta_7         0.00056  0.00133  0.00181  0.00233  0.00364  0.00195  0.00203
   93  Theta_8         0.00059  0.00140  0.00188  0.00240  0.00370  0.00201  0.00209
   93  Theta_9         0.00107  0.00197  0.00249  0.00308  0.00451  0.00264  0.00272
   93  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   829.26
   93  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   767.50
   93  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   700.45
   93  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   704.70
   93  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   738.12
   93  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   736.34
   93  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   720.71
   93  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00099
   93  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00098
   93  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00327  0.00150  0.00103
   93  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00333  0.00150  0.00109
   93  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   93  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   93  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   93  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00114
   94  Theta_1         0.00054  0.00133  0.00182  0.00237  0.00376  0.00197  0.00207
   94  Theta_2         0.00010  0.00071  0.00110  0.00148  0.00232  0.00116  0.00120
   94  Theta_3         0.00013  0.00082  0.00127  0.00175  0.00298  0.00141  0.00150
   94  Theta_4         0.00051  0.00127  0.00174  0.00226  0.00355  0.00188  0.00196
   94  Theta_5         0.00099  0.00187  0.00239  0.00296  0.00436  0.00253  0.00261
   94  Theta_6         0.00059  0.00133  0.00179  0.00229  0.00352  0.00193  0.00200
   94  Theta_7         0.00055  0.00132  0.00179  0.00232  0.00363  0.00194  0.00203
   94  Theta_8         0.00059  0.00139  0.00188  0.00239  0.00374  0.00201  0.00209
   94  Theta_9         0.00114  0.00200  0.00255  0.00317  0.00477  0.00274  0.00283
   94  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   836.92
   94  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   756.16
   94  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   690.39
   94  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   714.19
   94  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.58
   94  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   737.18
   94  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   739.17
   94  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00099
   94  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00098
   94  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00104
   94  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   94  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   94  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   94  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00109
   94  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   95  Theta_1         0.00058  0.00139  0.00188  0.00245  0.00387  0.00205  0.00214
   95  Theta_2         0.00016  0.00079  0.00119  0.00159  0.00253  0.00127  0.00132
   95  Theta_3         0.00018  0.00089  0.00134  0.00183  0.00310  0.00149  0.00158
   95  Theta_4         0.00056  0.00135  0.00182  0.00233  0.00360  0.00194  0.00202
   95  Theta_5         0.00103  0.00187  0.00238  0.00296  0.00435  0.00254  0.00263
   95  Theta_6         0.00068  0.00144  0.00191  0.00242  0.00368  0.00204  0.00211
   95  Theta_7         0.00064  0.00142  0.00190  0.00244  0.00375  0.00205  0.00213
   95  Theta_8         0.00066  0.00146  0.00196  0.00249  0.00380  0.00210  0.00217
   95  Theta_9         0.00117  0.00201  0.00255  0.00314  0.00455  0.00271  0.00279
   95  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   795.67
   95  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   726.00
   95  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   681.70
   95  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   694.34
   95  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   725.27
   95  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   719.81
   95  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   692.51
   95  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00105
   95  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00100
   95  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00107
   95  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00340  0.00157  0.00113
   95  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   95  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   95  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   95  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00347  0.00157  0.00116
   96  Theta_1         0.00056  0.00140  0.00194  0.00256  0.00416  0.00214  0.00226
   96  Theta_2         0.00014  0.00078  0.00117  0.00158  0.00251  0.00125  0.00130
   96  Theta_3         0.00022  0.00094  0.00141  0.00193  0.00336  0.00158  0.00169
   96  Theta_4         0.00074  0.00161  0.00216  0.00280  0.00444  0.00237  0.00248
   96  Theta_5         0.00114  0.00209  0.00265  0.00327  0.00486  0.00281  0.00290
   96  Theta_6         0.00073  0.00152  0.00201  0.00257  0.00389  0.00216  0.00224
   96  Theta_7         0.00079  0.00171  0.00229  0.00293  0.00453  0.00246  0.00257
   96  Theta_8         0.00070  0.00153  0.00205  0.00263  0.00406  0.00221  0.00230
   96  Theta_9         0.00120  0.00226  0.00288  0.00352  0.00524  0.00302  0.00312
   96  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   830.93
   96  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   749.40
   96  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   666.36
   96  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   664.77
   96  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   729.79
   96  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   696.98
   96  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   704.02
   96  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   96  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00101
   96  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00106
   96  D_4->5          0.00000  0.00040  0.00123  0.00200  0.00360  0.00163  0.00125
   96  D_5->6          0.00000  0.00033  0.00117  0.00193  0.00353  0.00163  0.00121
   96  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   96  D_7->8          0.00000  0.00033  0.00117  0.00193  0.00360  0.00163  0.00121
   96  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00117
   97  Theta_1         0.00062  0.00145  0.00197  0.00261  0.00415  0.00218  0.00228
   97  Theta_2         0.00021  0.00087  0.00129  0.00172  0.00275  0.00139  0.00144
   97  Theta_3         0.00019  0.00092  0.00138  0.00190  0.00332  0.00155  0.00166
   97  Theta_4         0.00071  0.00153  0.00208  0.00269  0.00421  0.00226  0.00236
   97  Theta_5         0.00106  0.00192  0.00247  0.00306  0.00463  0.00263  0.00273
   97  Theta_6         0.00065  0.00143  0.00194  0.00247  0.00393  0.00209  0.00219
   97  Theta_7         0.00067  0.00148  0.00199  0.00256  0.00405  0.00215  0.00225
   97  Theta_8         0.00072  0.00154  0.00207  0.00264  0.00411  0.00223  0.00233
   97  Theta_9         0.00120  0.00217  0.00276  0.00344  0.00507  0.00296  0.00306
   97  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   785.11
   97  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   720.07
   97  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   643.85
   97  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   673.23
   97  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   725.06
   97  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   728.69
   97  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   715.82
   97  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   97  D_2->3          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   97  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00106
   97  D_4->5          0.00000  0.00033  0.00123  0.00193  0.00360  0.00163  0.00124
   97  D_5->6          0.00000  0.00027  0.00110  0.00187  0.00347  0.00157  0.00115
   97  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   97  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   97  D_8->9          0.00000  0.00027  0.00117  0.00187  0.00353  0.00157  0.00117
   98  Theta_1         0.00052  0.00131  0.00180  0.00237  0.00378  0.00197  0.00207
   98  Theta_2         0.00009  0.00070  0.00109  0.00147  0.00231  0.00116  0.00119
   98  Theta_3         0.00013  0.00082  0.00128  0.00177  0.00306  0.00143  0.00152
   98  Theta_4         0.00053  0.00132  0.00182  0.00237  0.00378  0.00197  0.00207
   98  Theta_5         0.00106  0.00193  0.00247  0.00307  0.00464  0.00264  0.00274
   98  Theta_6         0.00067  0.00142  0.00190  0.00243  0.00377  0.00205  0.00214
   98  Theta_7         0.00063  0.00142  0.00193  0.00249  0.00396  0.00210  0.00219
   98  Theta_8         0.00062  0.00140  0.00190  0.00245  0.00377  0.00205  0.00213
   98  Theta_9         0.00110  0.00198  0.00253  0.00314  0.00460  0.00270  0.00279
   98  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   846.31
   98  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   774.99
   98  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   706.48
   98  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   710.80
   98  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   755.00
   98  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   732.69
   98  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   754.78
   98  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00099
   98  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00098
   98  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00106
   98  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   98  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   98  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00347  0.00157  0.00110
   98  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00114
   98  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   99  Theta_1         0.00067  0.00163  0.00227  0.00308  0.00514  0.00258  0.00274
   99  Theta_2         0.00003  0.00069  0.00114  0.00164  0.00285  0.00131  0.00139
   99  Theta_3         0.00020  0.00101  0.00158  0.00229  0.00427  0.00190  0.00207
   99  Theta_4         0.00128  0.00239  0.00307  0.00409  0.00623  0.00347  0.00361
   99  Theta_5         0.00143  0.00256  0.00322  0.00415  0.00632  0.00359  0.00375
   99  Theta_6         0.00110  0.00219  0.00293  0.00378  0.00585  0.00320  0.00333
   99  Theta_7         0.00082  0.00184  0.00255  0.00332  0.00539  0.00281  0.00297
   99  Theta_8         0.00096  0.00204  0.00269  0.00362  0.00574  0.00307  0.00324
   99  Theta_9         0.00186  0.00308  0.00407  0.00488  0.00749  0.00428  0.00448
   99  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   928.63
   99  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   607.83
   99  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   526.61
   99  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   723.18
   99  M_6->7             0.00     0.00  1525.88 28076.17 64697.27 28381.35   795.90
   99  M_7->8             0.00     0.00  1525.88 28076.17 64697.27 28381.35   810.04
   99  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   769.08
   99  D_6->1          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00134
   99  D_2->3          0.00000  0.00033  0.00117  0.00200  0.00380  0.00163  0.00125
   99  D_3->4          0.00000  0.00047  0.00137  0.00220  0.00407  0.00177  0.00144
   99  D_4->5          0.00000  0.00053  0.00143  0.00233  0.00420  0.00183  0.00154
   99  D_5->6          0.00000  0.00047  0.00137  0.00220  0.00420  0.00177  0.00146
   99  D_6->7          0.00000  0.00033  0.00130  0.00207  0.00407  0.00170  0.00136
   99  D_7->8          0.00000  0.00033  0.00123  0.00200  0.00393  0.00170  0.00131
   99  D_8->9          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00136
  100  Theta_1         0.00042  0.00121  0.00172  0.00229  0.00373  0.00190  0.00200
  100  Theta_2         0.00000  0.00050  0.00088  0.00123  0.00198  0.00094  0.00096
  100  Theta_3         0.00000  0.00068  0.00115  0.00168  0.00318  0.00136  0.00149
  100  Theta_4         0.00040  0.00123  0.00174  0.00233  0.00392  0.00193  0.00205
  100  Theta_5         0.00112  0.00200  0.00260  0.00332  0.00516  0.00287  0.00301
  100  Theta_6         0.00059  0.00139  0.00190  0.00249  0.00405  0.00211  0.00223
  100  Theta_7         0.00052  0.00137  0.00190  0.00251  0.00426  0.00210  0.00224
  100  Theta_8         0.00069  0.00161  0.00218  0.00284  0.00448  0.00238  0.00249
  100  Theta_9         0.00132  0.00223  0.00285  0.00351  0.00536  0.00305  0.00318
  100  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35  1022.76
  100  M_3->4             0.00     0.00  1525.88 28076.17 64697.27 28381.35   813.65
  100  M_4->5             0.00     0.00  1525.88 28076.17 64086.91 28381.35   764.12
  100  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   647.03
  100  M_6->7             0.00     0.00  1525.88 28076.17 64697.27 28381.35   849.93
  100  M_7->8             0.00     0.00  1525.88 28076.17 64697.27 28381.35   785.48
  100  M_8->9             0.00     0.00  1525.88 28076.17 64086.91 28381.35   784.74
  100  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00347  0.00150  0.00102
  100  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00347  0.00150  0.00098
  100  D_3->4          0.00000  0.00020  0.00110  0.00180  0.00373  0.00157  0.00115
  100  D_4->5          0.00000  0.00033  0.00123  0.00200  0.00393  0.00170  0.00129
  100  D_5->6          0.00000  0.00040  0.00137  0.00213  0.00420  0.00177  0.00144
  100  D_6->7          0.00000  0.00013  0.00097  0.00167  0.00353  0.00150  0.00102
  100  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00380  0.00157  0.00117
  100  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00380  0.00163  0.00121
  101  Theta_1         0.00052  0.00131  0.00180  0.00233  0.00369  0.00194  0.00203
  101  Theta_2         0.00009  0.00069  0.00107  0.00144  0.00225  0.00113  0.00116
  101  Theta_3         0.00012  0.00081  0.00125  0.00174  0.00301  0.00140  0.00149
  101  Theta_4         0.00051  0.00126  0.00174  0.00227  0.00365  0.00190  0.00199
  101  Theta_5         0.00094  0.00182  0.00232  0.00289  0.00426  0.00246  0.00254
  101  Theta_6         0.00059  0.00134  0.00179  0.00226  0.00345  0.00190  0.00196
  101  Theta_7         0.00055  0.00132  0.00180  0.00233  0.00367  0.00194  0.00203
  101  Theta_8         0.00056  0.00135  0.00184  0.00235  0.00367  0.00196  0.00205
  101  Theta_9         0.00105  0.00191  0.00243  0.00299  0.00443  0.00257  0.00266
  101  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   850.98
  101  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   790.04
  101  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   698.36
  101  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   716.76
  101  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   762.43
  101  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   766.25
  101  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   735.89
  101  D_6->1          0.00000  0.00013  0.00097  0.00160  0.00327  0.00143  0.00096
  101  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00320  0.00143  0.00095
  101  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00327  0.00150  0.00103
  101  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
  101  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
  101  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00107
  101  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00107
  101  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
  102  Theta_1         0.00058  0.00137  0.00190  0.00243  0.00383  0.00204  0.00213
  102  Theta_2         0.00017  0.00081  0.00120  0.00159  0.00248  0.00127  0.00131
  102  Theta_3         0.00019  0.00090  0.00135  0.00184  0.00311  0.00150  0.00158
  102  Theta_4         0.00062  0.00142  0.00191  0.00244  0.00375  0.00205  0.00213
  102  Theta_5         0.00099  0.00190  0.00243  0.00300  0.00440  0.00256  0.00264
  102  Theta_6         0.00064  0.00141  0.00190  0.00242  0.00375  0.00204  0.00213
  102  Theta_7         0.00063  0.00140  0.00188  0.00242  0.00378  0.00204  0.00212
  102  Theta_8         0.00065  0.00146  0.00196  0.00251  0.00391  0.00211  0.00220
  102  Theta_9         0.00112  0.00203  0.00257  0.00319  0.00469  0.00274  0.00283
  102  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   809.42
  102  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   729.05
  102  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   681.04
  102  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   700.88
  102  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   733.88
  102  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   727.51
  102  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   695.68
  102  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00104
  102  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00099
  102  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00327  0.00150  0.00104
  102  D_4->5          0.00000  0.00033  0.00110  0.00187  0.00340  0.00157  0.00115
  102  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
  102  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
  102  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
  102  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
  103  Theta_1         0.00058  0.00139  0.00188  0.00242  0.00382  0.00203  0.00212
  103  Theta_2         0.00015  0.00079  0.00118  0.00157  0.00245  0.00125  0.00128
  103  Theta_3         0.00016  0.00085  0.00132  0.00181  0.00313  0.00147  0.00157
  103  Theta_4         0.00056  0.00132  0.00180  0.00234  0.00367  0.00196  0.00204
  103  Theta_5         0.00101  0.00190  0.00243  0.00301  0.00443  0.00257  0.00265
  103  Theta_6         0.00063  0.00143  0.00191  0.00244  0.00371  0.00205  0.00212
  103  Theta_7         0.00062  0.00142  0.00190  0.00244  0.00377  0.00205  0.00213
  103  Theta_8         0.00067  0.00145  0.00194  0.00248  0.00389  0.00210  0.00219
  103  Theta_9         0.00118  0.00208  0.00263  0.00327  0.00486  0.00283  0.00293
