,x
Theta_3-L44,59.6892053118163
Theta_3-L86,121.495576928803
Theta_3-L36,59.1241614681618
Theta_3-L53,676.756049617545
Theta_3-L19,417.179709871084
Theta_3-L60,222.469505839163
Theta_3-L14,281.992106275275
Theta_3-L98,42.5211767139797
Theta_3-L32,35.3113767170906
Theta_3-L101,1345.99629209459
Theta_3-L78,36.3185992579562
Theta_3-L97,67.6713097719123
Theta_3-L59,62.4347854501561
Theta_3-L38,482.879779935197
Theta_3-L76,1045.90616586318
Theta_3-L25,30.1436414469921
Theta_3-L100,34.1945830585888
Theta_3-L40,2201.11681915103
Theta_3-L13,48.2238655862791
Theta_3-L1,82.5867553363047
Theta_3-L73,404.016319378666
Theta_3-L27,867.89255180382
Theta_3-L99,42.9945035565598
Theta_3-L68,125.593639499664
Theta_3-L28,15.4346059350113
Theta_3-L17,746.279214277427
Theta_3-L90,42.3500107415661
Theta_3-L107,25.183874096746
Theta_3-L64,51.1521801508318
Theta_3-L11,1116.92102793119
Theta_3-L6,50.1340948726795
Theta_3-L29,923.189292631512
Theta_3-L24,413.628489021716
Theta_3-L79,33.0534128751736
Theta_3-L56,103.520450479411
Theta_3-L91,314.326721613276
Theta_3-L65,42.989487106982
Theta_3-L75,9.06550278263886
Theta_3-L3,231.895075225777
Theta_3-L109,1755.21468241061
Theta_3-L95,93.9734587418342
Theta_3-L63,334.14780668041
Theta_3-L66,293.354094752767
Theta_3-L69,123.425650885533
Theta_3-L106,136.030837072173
Theta_3-L84,85.724993918603
Theta_3-L5,48.9090897476842
Theta_3-L80,41.9194318837093
Theta_3-L46,82.5588468608456
Theta_3-L31,13.429352589628
Theta_4-L39,298.548541692431
Theta_4-L61,171.143992130145
Theta_4-L49,559.858335189197
Theta_4-L12,129.102636725034
Theta_4-L88,50.0412501469377
Theta_4-L70,796.30383633538
Theta_4-L4,476.318918010413
Theta_4-L92,103.935564028174
Theta_4-L57,1543.53354916019
Theta_4-L8,673.96367986645
Theta_4-L105,47.1824462358615
Theta_4-L34,20.2863102585795
Theta_4-L93,145.701471196822
Theta_4-L58,155.207388475608
Theta_4-L108,62.9982550618627
Theta_4-L21,29.4087066136094
Theta_4-L2,50.7770955616522
Theta_4-L104,79.0252867131931
Theta_4-L22,168.843776425756
Theta_4-L89,15.0203072644739
Theta_4-L81,62.9175792957338
Theta_4-L82,43.0539213646297
Theta_4-L15,61.784654455574
Theta_4-L94,220.989651843466
Theta_4-L103,72.7640724342771
Theta_4-L74,363.063013939854
Theta_4-L77,238.869556639343
Theta_4-L18,525.180964111729
Theta_4-L71,68.3026259941287
Theta_4-L26,743.555641611765
Theta_4-L7,80.2331479028851
Theta_4-L54,1274.63483950828
Theta_4-L23,21.3194019801706
Theta_4-L20,1328.92692302135
Theta_4-L33,38.1218362604465
Theta_4-L50,177.534019660575
Theta_4-L16,120.705979908621
Theta_4-L47,14.5420337536584
Theta_4-L45,77.9694844736873
Theta_4-L37,245.968141197762
Theta_4-L43,26.3971990912859
Theta_4-L62,389.537978754393
Theta_4-L87,374.647945323911
Theta_4-L102,1359.1458231232
Theta_4-L42,471.421410040864
Theta_4-L41,277.289548021965
Theta_4-L83,27.2582878701593
Theta_4-L96,204.871142379242
Theta_4-L48,261.44117373255
Theta_4-L72,83.4887192006718
Theta_4-L52,811.560981128327
Theta_4-L67,86.9354585552967
Theta_4-L35,42.9169532730364
Theta_4-L51,88.49154731864
Theta_4-L10,784.386976722057
Theta_4-L85,25.269056988548
Theta_4-L30,149.038473574706
Theta_4-L9,331.723573281424
Theta_4-L55,690.223053514074
Theta_4-L44,501.574798548881
Theta_4-L86,315.091427171029
Theta_4-L36,891.323025060653
Theta_4-L53,10.3002501148502
Theta_4-L19,373.656619123091
Theta_4-L60,20.8343285487036
Theta_4-L14,176.051712906302
Theta_4-L98,53.9349197297467
Theta_4-L32,790.411741973977
Theta_4-L101,840.973935250211
Theta_4-L78,961.808780070169
Theta_4-L97,119.008175655036
Theta_4-L59,252.112162393896
Theta_4-L38,33.9603127689094
Theta_4-L76,10.7220307446177
Theta_4-L25,16.0864747691094
Theta_4-L100,39.2254839414556
Theta_4-L40,209.343795884114
Theta_4-L13,203.013100296059
Theta_4-L1,363.656340690848
Theta_4-L73,47.7606610569446
Theta_4-L27,162.864210085992
Theta_4-L99,660.822413284455
Theta_4-L68,293.141073195396
Theta_4-L28,457.983965806109
Theta_4-L17,897.395347491664
Theta_4-L90,660.322721793586
Theta_4-L107,243.333437208253
Theta_4-L64,25.9056376636983
Theta_4-L11,708.314587003841
Theta_4-L6,83.9329800691221
Theta_4-L29,1141.43217298673
Theta_4-L24,16.1056882875053
Theta_4-L79,43.5480038719146
Theta_4-L56,80.6266098819752
Theta_4-L91,499.993148082069
Theta_4-L65,62.4181592551908
Theta_4-L75,491.098941628263
Theta_4-L3,93.7314064840195
Theta_4-L109,980.262838967301
Theta_4-L95,264.263060623094
Theta_4-L63,69.3619717662588
Theta_4-L66,68.4249622666513
Theta_4-L69,146.108915795437
Theta_4-L106,140.264478764826
Theta_4-L84,496.711965705341
Theta_4-L5,336.839502831232
Theta_4-L80,169.733280775787
Theta_4-L46,841.253645179025
Theta_4-L31,6.28587156793202
Theta_5-L39,513.444983561872
Theta_5-L61,516.827555913537
Theta_5-L49,307.607873088271
Theta_5-L12,39.3395472306046
Theta_5-L88,10.3082812215515
Theta_5-L70,262.717567194059
Theta_5-L4,620.485690161425
Theta_5-L92,16.6101633832523
Theta_5-L57,605.079873654766
Theta_5-L8,549.115288763103
Theta_5-L105,85.8677914672603
Theta_5-L34,133.65977622468
Theta_5-L93,181.338946814342
Theta_5-L58,199.80864603111
Theta_5-L108,31.8158188843535
Theta_5-L21,35.6723386108244
Theta_5-L2,26.2038192432264
Theta_5-L104,53.837054191554
Theta_5-L22,91.3184301618992
Theta_5-L89,23.2048774258151
Theta_5-L81,27.5125688916244
Theta_5-L82,165.715108496092
Theta_5-L15,136.010016675601
Theta_5-L94,108.938266569924
Theta_5-L103,292.719754679183
Theta_5-L74,157.364989221135
Theta_5-L77,68.1694993822914
Theta_5-L18,20.4653605587752
Theta_5-L71,381.047242953451
Theta_5-L26,265.094802464104
Theta_5-L7,404.797511322064
Theta_5-L54,149.404104597916
Theta_5-L23,19.3832044068342
Theta_5-L20,349.790355762004
Theta_5-L33,16.4905429618994
Theta_5-L50,54.5484191125428
Theta_5-L16,42.1095319933895
Theta_5-L47,79.3094508466717
Theta_5-L45,336.233605743374
Theta_5-L37,319.591792320037
Theta_5-L43,77.3697480377677
Theta_5-L62,504.286176817648
Theta_5-L87,82.2466490650143
Theta_5-L102,285.758387629642
Theta_5-L42,315.304760964763
Theta_5-L41,166.71825766229
Theta_5-L83,187.32569168921
Theta_5-L96,117.892535336284
Theta_5-L48,749.721590794745
Theta_5-L72,8.67407903051969
Theta_5-L52,35.929447441952
Theta_5-L67,20.7753371278211
Theta_5-L35,165.606328601481
Theta_5-L51,30.4597459709888
Theta_5-L10,153.079732141927
Theta_5-L85,42.8590153753596
Theta_5-L30,33.9683891022544
Theta_5-L9,237.354348856239
Theta_5-L55,309.888300153394
Theta_5-L44,25.2081118902492
Theta_5-L86,515.7116172572
Theta_5-L36,371.736879303428
Theta_5-L53,7.29277114530009
Theta_5-L19,95.6530986490299
Theta_5-L60,62.8820150033621
Theta_5-L14,47.0568790184803
Theta_5-L98,361.585861418203
Theta_5-L32,507.768069677785
Theta_5-L101,270.970047577875
Theta_5-L78,582.267814229761
Theta_5-L97,13.8708515985652
Theta_5-L59,68.0330372342
Theta_5-L38,204.675134469104
Theta_5-L76,697.467314343327
Theta_5-L25,11.0440296079317
Theta_5-L100,66.0579170384251
Theta_5-L40,62.3044227594415
Theta_5-L13,36.3086447460004
Theta_5-L1,101.045748655997
Theta_5-L73,78.4755810049959
Theta_5-L27,219.851986086435
Theta_5-L99,49.7519083530248
Theta_5-L68,77.9150567425335
Theta_5-L28,758.027483194099
Theta_5-L17,35.7455887149146
Theta_5-L90,97.5181218649711
Theta_5-L107,56.998365499946
Theta_5-L64,358.723878428443
Theta_5-L11,129.637407183284
Theta_5-L6,24.9233021448054
Theta_5-L29,243.015149091836
Theta_5-L24,329.966731240163
Theta_5-L79,33.1407813565005
Theta_5-L56,21.9298181107711
Theta_5-L91,560.966723742777
Theta_5-L65,33.4105463841712
Theta_5-L75,21.7418863916759
Theta_5-L3,182.377054829799
Theta_5-L109,470.136479885849
Theta_5-L95,128.108639478772
Theta_5-L63,27.0542137671117
Theta_5-L66,352.973047983524
Theta_5-L69,612.859703884282
Theta_5-L106,58.0408308728737
Theta_5-L84,504.106318203104
Theta_5-L5,26.3719441911193
Theta_5-L80,115.55047132081
Theta_5-L46,315.777573354122
Theta_5-L31,97.8704558012357
Theta_6-L39,34.9021496758043
Theta_6-L61,152.520881059481
Theta_6-L49,101.596247627896
Theta_6-L12,598.83911344365
Theta_6-L88,535.698463777995
Theta_6-L70,382.180981878496
Theta_6-L4,312.753037006374
Theta_6-L92,640.735305995031
Theta_6-L57,105.452526071954
Theta_6-L8,256.144910998713
Theta_6-L105,9.70590360228829
Theta_6-L34,31.2854133212159
Theta_6-L93,137.66103183492
Theta_6-L58,23.7560743525758
Theta_6-L108,557.895846928708
Theta_6-L21,34.3524225556637
Theta_6-L2,37.4519850846423
Theta_6-L104,30.5763301588229
Theta_6-L22,351.303565564751
Theta_6-L89,374.193510548707
Theta_6-L81,37.010165922372
Theta_6-L82,68.7712948911856
Theta_6-L15,23.0392523880042
Theta_6-L94,492.765971434838
Theta_6-L103,342.05377042679
Theta_6-L74,718.952403332863
Theta_6-L77,23.9160312628534
Theta_6-L18,152.118597843235
Theta_6-L71,17.4548346243017
Theta_6-L26,402.906320819892
Theta_6-L7,85.8984774394703
Theta_6-L54,400.301282786921
Theta_6-L23,526.279501929492
Theta_6-L20,575.402801494156
Theta_6-L33,180.67798540427
Theta_6-L50,237.676234680351
Theta_6-L16,109.080536472165
Theta_6-L47,334.683036108838
Theta_6-L45,37.0596791458763
Theta_6-L37,65.2626102868135
Theta_6-L43,54.2137160162201
Theta_6-L62,27.5711549434403
Theta_6-L87,80.3816580148238
Theta_6-L102,72.6058770364945
Theta_6-L42,38.0937255449445
Theta_6-L41,24.6406122511275
Theta_6-L83,180.123543066801
Theta_6-L96,992.567923825278
Theta_6-L48,1000.66093007661
Theta_6-L72,189.913350313381
Theta_6-L52,162.520492864818
Theta_6-L67,25.0618665331013
Theta_6-L35,29.8022235887914
Theta_6-L51,188.270511057481
Theta_6-L10,78.8411425219948
Theta_6-L85,19.7484928561126
Theta_6-L30,334.126879669018
Theta_6-L9,28.189356507955
Theta_6-L55,20.5933217455177
Theta_6-L44,477.92432015108
Theta_6-L86,17.0610589465968
Theta_6-L36,111.482902630261
Theta_6-L53,22.6030500362686
Theta_6-L19,55.6597860317051
Theta_6-L60,257.712461261337
Theta_6-L14,379.386346911793
Theta_6-L98,306.157353716811
Theta_6-L32,20.5920086583683
Theta_6-L101,361.718405903863
Theta_6-L78,64.1951561855911
Theta_6-L97,501.947320722437
Theta_6-L59,14.8470599567414
Theta_6-L38,186.843282141608
Theta_6-L76,130.618019382252
Theta_6-L25,24.5842231361687
Theta_6-L100,84.2112547405203
Theta_6-L40,582.505838794963
Theta_6-L13,277.397348871642
Theta_6-L1,34.1981206259558
Theta_6-L73,123.607885084528
Theta_6-L27,749.422130462243
Theta_6-L99,76.5875733300833
Theta_6-L68,83.3414005039675
Theta_6-L28,200.460036106895
Theta_6-L17,737.530202479566
Theta_6-L90,30.2449345114928
Theta_6-L107,31.602787287845
Theta_6-L64,17.4250371197325
Theta_6-L11,79.5509815514157
Theta_6-L6,349.264975252144
Theta_6-L29,108.182743612455
Theta_6-L24,111.125935369001
Theta_6-L79,250.139355177142
Theta_6-L56,94.9144179102403
Theta_6-L91,70.5254145545647
Theta_6-L65,80.866836268511
Theta_6-L75,31.865923488294
Theta_6-L3,19.1360806558392
Theta_6-L109,227.222016108832
Theta_6-L95,1101.99455479203
Theta_6-L63,83.0957930183209
Theta_6-L66,813.496815235894
Theta_6-L69,304.446945882814
Theta_6-L106,56.786176868064
Theta_6-L84,135.151538460098
Theta_6-L5,413.479942839852
Theta_6-L80,151.871449271675
Theta_6-L46,17.9314766479373
Theta_6-L31,46.6454555842748
Theta_7-L39,59.5812760254248
Theta_7-L61,37.3216938037537
Theta_7-L49,186.740994231361
Theta_7-L12,220.572151902379
Theta_7-L88,241.402312133261
Theta_7-L70,830.103835826736
Theta_7-L4,330.14998087301
Theta_7-L92,430.308823661289
Theta_7-L57,294.748199679408
Theta_7-L8,41.4775004723423
Theta_7-L105,30.9893524531445
Theta_7-L34,652.523520976064
Theta_7-L93,171.913490387104
Theta_7-L58,916.755841361209
Theta_7-L108,639.09110660124
Theta_7-L21,158.760369591816
Theta_7-L2,236.833518313626
Theta_7-L104,412.30378622107
Theta_7-L22,226.958671142829
Theta_7-L89,685.30444725073
Theta_7-L81,51.120227764608
Theta_7-L82,28.8101526636101
Theta_7-L15,55.7625281779866
Theta_7-L94,33.5443245888447
Theta_7-L103,20.4105849002174
Theta_7-L74,878.689289329408
Theta_7-L77,16.3399110405778
Theta_7-L18,313.562760124969
Theta_7-L71,39.2868398829439
Theta_7-L26,91.3134370892295
Theta_7-L7,525.621977976137
Theta_7-L54,144.429844522485
Theta_7-L23,169.314548388154
Theta_7-L20,559.032405690501
Theta_7-L33,28.8171680831429
Theta_7-L50,33.4545981018058
Theta_7-L16,935.671390696169
Theta_7-L47,28.1591580189244
Theta_7-L45,58.9221452182365
Theta_7-L37,66.1113179287351
Theta_7-L43,649.183945585305
Theta_7-L62,42.6549243311154
Theta_7-L87,21.185430893388
Theta_7-L102,147.147376835792
Theta_7-L42,58.1646993887894
Theta_7-L41,389.702988361355
Theta_7-L83,117.235966158094
Theta_7-L96,1220.64489352392
Theta_7-L48,110.584858950625
Theta_7-L72,139.565648673424
Theta_7-L52,54.4052599908534
Theta_7-L67,559.600784971605
Theta_7-L35,50.1251438337815
Theta_7-L51,541.830625281584
Theta_7-L10,18.5601662057824
Theta_7-L85,168.707688755529
Theta_7-L30,693.956119747391
Theta_7-L9,52.784239620998
Theta_7-L55,295.718288571928
Theta_7-L44,571.246090161682
Theta_7-L86,185.183567221639
Theta_7-L36,63.0290366373553
Theta_7-L53,633.017089747226
Theta_7-L19,92.1300588400917
Theta_7-L60,292.409472384619
Theta_7-L14,123.822364233415
Theta_7-L98,100.296980540005
Theta_7-L32,171.939667860467
Theta_7-L101,506.317410121833
Theta_7-L78,155.843940580435
Theta_7-L97,1072.20734283183
Theta_7-L59,522.761800142721
Theta_7-L38,596.755204373199
Theta_7-L76,20.5697406152507
Theta_7-L25,409.494426002547
Theta_7-L100,16.7662339039
Theta_7-L40,77.9322219041684
Theta_7-L13,301.783113838445
Theta_7-L1,276.403134582288
Theta_7-L73,30.6685822234917
Theta_7-L27,895.011885583544
Theta_7-L99,627.645704039297
Theta_7-L68,67.1474829983124
Theta_7-L28,35.653940950286
Theta_7-L17,640.227376742855
Theta_7-L90,53.7585226864681
Theta_7-L107,73.1672741754008
Theta_7-L64,54.4530570602857
Theta_7-L11,286.003383877556
Theta_7-L6,121.549106413366
Theta_7-L29,386.302032424997
Theta_7-L24,263.877336853197
Theta_7-L79,294.657108116687
Theta_7-L56,793.213791042015
Theta_7-L91,229.312677323808
Theta_7-L65,39.1910347508032
Theta_7-L75,94.9002644683484
Theta_7-L3,38.865163554854
Theta_7-L109,124.666057928781
Theta_7-L95,1216.82991198144
Theta_7-L63,629.387690850408
Theta_7-L66,135.403671480886
Theta_7-L69,101.529966382167
Theta_7-L106,42.2338902170563
Theta_7-L84,142.856300367461
Theta_7-L5,57.9385012968943
Theta_7-L80,25.1923511454579
Theta_7-L46,230.849653974652
Theta_7-L31,250.809330340829
Theta_8-L39,83.4259915865884
Theta_8-L61,19.5951506628955
Theta_8-L49,829.249137681579
Theta_8-L12,955.866920235733
Theta_8-L88,18.4653195684544
Theta_8-L70,1162.54779772356
Theta_8-L4,619.168765549136
Theta_8-L92,508.994758524704
Theta_8-L57,259.978199960279
Theta_8-L8,584.281097777855
Theta_8-L105,228.030689317898
Theta_8-L34,593.230007818716
Theta_8-L93,539.78300998095
Theta_8-L58,443.486535465659
Theta_8-L108,297.123178847831
Theta_8-L21,156.690704850301
Theta_8-L2,71.9033375205847
Theta_8-L104,632.604932884277
Theta_8-L22,119.042711736343
Theta_8-L89,14.5550750495189
Theta_8-L81,95.2418134854599
Theta_8-L82,166.698292146269
Theta_8-L15,443.718057740382
Theta_8-L94,66.1351055304205
Theta_8-L103,570.909885796452
Theta_8-L74,1019.86044830663
Theta_8-L77,370.154502639097
Theta_8-L18,144.242403658542
Theta_8-L71,93.7307274381681
Theta_8-L26,339.282611485002
Theta_8-L7,552.766961822772
Theta_8-L54,226.589341702822
Theta_8-L23,542.746752499977
Theta_8-L20,398.764465096069
Theta_8-L33,405.655662549088
Theta_8-L50,540.903932073454
Theta_8-L16,298.385022544482
Theta_8-L47,39.8481774962196
Theta_8-L45,232.939689435519
Theta_8-L37,158.501332085353
Theta_8-L43,193.347431879518
Theta_8-L62,98.6657386106863
Theta_8-L87,494.948248104152
Theta_8-L102,317.886084542268
Theta_8-L42,52.714555233912
Theta_8-L41,195.994200831443
Theta_8-L83,608.327718112172
Theta_8-L96,911.028997812295
Theta_8-L48,292.359655217776
Theta_8-L72,143.541883866348
Theta_8-L52,61.9477017434861
Theta_8-L67,105.776922526083
Theta_8-L35,460.113151607106
Theta_8-L51,502.938404274946
Theta_8-L10,222.652927820949
Theta_8-L85,752.897652599403
Theta_8-L30,35.6230976979816
Theta_8-L9,249.866086972333
Theta_8-L55,233.266705221624
Theta_8-L44,335.880829384102
Theta_8-L86,41.7292723820444
Theta_8-L36,73.6204318000726
Theta_8-L53,220.511589513794
Theta_8-L19,192.489600933843
Theta_8-L60,295.831376046601
Theta_8-L14,146.449199745558
Theta_8-L98,183.781764505954
Theta_8-L32,155.644027109748
Theta_8-L101,614.548168033046
Theta_8-L78,80.8586110349439
Theta_8-L97,401.712037511004
Theta_8-L59,34.1758234763714
Theta_8-L38,555.820123653954
Theta_8-L76,744.643332454363
Theta_8-L25,533.521957756215
Theta_8-L100,90.0533885529065
Theta_8-L40,274.331489423698
Theta_8-L13,423.966077299554
Theta_8-L1,17.9902220858068
Theta_8-L73,81.2618879633439
Theta_8-L27,663.606426528384
Theta_8-L99,603.410261909112
Theta_8-L68,553.079697786782
Theta_8-L28,234.998886290024
Theta_8-L17,303.842618214967
Theta_8-L90,25.1428015490092
Theta_8-L107,163.091249539526
Theta_8-L64,24.1843215680745
