,x
Theta_8-L11,530.568547943384
Theta_8-L6,21.4954839637752
Theta_8-L29,25.5985495134708
Theta_8-L24,49.8877818228999
Theta_8-L79,71.3846325491139
Theta_8-L56,215.251974920288
Theta_8-L91,51.4688138771023
Theta_8-L65,427.940008762689
Theta_8-L75,161.919409631175
Theta_8-L3,194.543558883076
Theta_8-L109,242.686387613262
Theta_8-L95,1009.25789423325
Theta_8-L63,98.4822900571421
Theta_8-L66,21.7801422333484
Theta_8-L69,339.904183280276
Theta_8-L106,56.2667658835709
Theta_8-L84,135.005785394463
Theta_8-L5,112.079359928794
Theta_8-L80,750.543296287458
Theta_8-L46,409.35837450304
Theta_8-L31,90.434551697008
Theta_9-L39,151.749520317211
Theta_9-L61,126.567179099087
Theta_9-L49,856.551885119545
Theta_9-L12,1033.09460246871
Theta_9-L88,84.659579819613
Theta_9-L70,868.983807558217
Theta_9-L4,664.872589222076
Theta_9-L92,284.593511617979
Theta_9-L57,398.695282098226
Theta_9-L8,718.555914966085
Theta_9-L105,222.478373245046
Theta_9-L34,378.352986741239
Theta_9-L93,598.905417752659
Theta_9-L58,64.6277448450666
Theta_9-L108,117.725866935543
Theta_9-L21,10.0203205775082
Theta_9-L2,153.170631002666
Theta_9-L104,378.20898539372
Theta_9-L22,171.507399555075
Theta_9-L89,138.711817110049
Theta_9-L81,472.980637998573
Theta_9-L82,299.190394366602
Theta_9-L15,574.925152568946
Theta_9-L94,76.6792579667596
Theta_9-L103,353.630061451274
Theta_9-L74,1123.16712994969
Theta_9-L77,452.846247293146
Theta_9-L18,116.040757045779
Theta_9-L71,75.8683912427258
Theta_9-L26,406.129417119031
Theta_9-L7,553.889767591231
Theta_9-L54,679.565009434823
Theta_9-L23,625.24756052996
Theta_9-L20,975.554399258218
Theta_9-L33,355.513611588304
Theta_9-L50,282.269055997987
Theta_9-L16,535.724992269257
Theta_9-L47,33.0950740047994
Theta_9-L45,70.6217359084936
Theta_9-L37,161.831568358434
Theta_9-L43,471.344632443484
Theta_9-L62,27.4665808786524
Theta_9-L87,759.78554474578
Theta_9-L102,715.493203478344
Theta_9-L42,189.9008462332
Theta_9-L41,513.922966768996
Theta_9-L83,548.294072236548
Theta_9-L96,937.074388373442
Theta_9-L48,453.230205731425
Theta_9-L72,143.192963054833
Theta_9-L52,352.847806246375
Theta_9-L67,128.160922662463
Theta_9-L35,84.7120478905897
Theta_9-L51,727.704480221877
Theta_9-L10,61.0401234663866
Theta_9-L85,192.405130063254
Theta_9-L30,9.71960003576953
Theta_9-L9,309.298579835887
Theta_9-L55,13.515924530922
Theta_9-L44,517.741454241175
Theta_9-L86,57.1290025153327
Theta_9-L36,460.883639750192
Theta_9-L53,358.812112074857
Theta_9-L19,364.667870575837
Theta_9-L60,213.657444734594
Theta_9-L14,442.790651463165
Theta_9-L98,253.128695523847
Theta_9-L32,40.5292713096305
Theta_9-L101,1060.42802385757
Theta_9-L78,412.824917226363
Theta_9-L97,48.8991608736306
Theta_9-L59,125.510264758291
Theta_9-L38,385.641650163658
Theta_9-L76,68.2967012998943
Theta_9-L25,160.005081597245
Theta_9-L100,258.992021003168
Theta_9-L40,269.961421737147
Theta_9-L13,316.413000317569
Theta_9-L1,161.403393480331
Theta_9-L73,385.173867710335
Theta_9-L27,780.466000360074
Theta_9-L99,561.691207748967
Theta_9-L68,397.850492680253
Theta_9-L28,488.990863589368
Theta_9-L17,28.726103578221
Theta_9-L90,180.72144753232
Theta_9-L107,247.481924582024
Theta_9-L64,118.033840503878
Theta_9-L11,645.655174316534
Theta_9-L6,127.314489558571
Theta_9-L29,725.178305896592
Theta_9-L24,147.736537857865
Theta_9-L79,357.89422568776
Theta_9-L56,16.0752588204471
Theta_9-L91,361.551696438113
Theta_9-L65,176.575504150042
Theta_9-L75,116.500801122483
Theta_9-L3,203.931811467937
Theta_9-L109,659.5860254068
Theta_9-L95,785.686572438532
Theta_9-L63,90.3100542084976
Theta_9-L66,189.84017570437
Theta_9-L69,602.482700582562
Theta_9-L106,269.340216466298
Theta_9-L84,195.686179981306
Theta_9-L5,59.8658191157107
Theta_9-L80,554.985570325263
Theta_9-L46,354.724525397802
Theta_9-L31,45.3644119306591
M_3_2-L39,58.9601642424838
M_3_2-L61,46.6564603352657
M_3_2-L49,28.4573881462576
M_3_2-L12,10.342313295679
M_3_2-L88,31.9921133142063
M_3_2-L70,9951.90633000178
M_3_2-L4,26641.7127463794
M_3_2-L92,2568.48489240029
M_3_2-L57,44.0885016455915
M_3_2-L8,238.186632142
M_3_2-L105,21.7710224450633
M_3_2-L34,31.4592385371059
M_3_2-L93,6068.9578239042
M_3_2-L58,16.1281114364675
M_3_2-L108,10.8155850029294
M_3_2-L21,88.8477243754416
M_3_2-L2,25.4642553177274
M_3_2-L104,51.9378735730722
M_3_2-L22,20.488169910439
M_3_2-L89,12.9397735001144
M_3_2-L81,5.52517913917916
M_3_2-L82,14.8002770694294
M_3_2-L15,10.9537889613137
M_3_2-L94,9.88440496592243
M_3_2-L103,153.346805130536
M_3_2-L74,109.146988508361
M_3_2-L77,13.9024724076444
M_3_2-L18,62.4178707694701
M_3_2-L71,22.4668501621161
M_3_2-L26,65.4760166388871
M_3_2-L7,22.7506741485992
M_3_2-L54,88.298616812176
M_3_2-L23,19.7109110914837
M_3_2-L20,280.135342311573
M_3_2-L33,15.9603614607041
M_3_2-L50,120.681106169334
M_3_2-L16,113.004640102965
M_3_2-L47,24.4515171185374
M_3_2-L45,43.4488958586306
M_3_2-L37,15.6092795419516
M_3_2-L43,14.4386488203913
M_3_2-L62,23.5480124338961
M_3_2-L87,36.8160795533555
M_3_2-L102,34.4285973195884
M_3_2-L42,7.26567187366031
M_3_2-L41,78.2302337654455
M_3_2-L83,22.487485034378
M_3_2-L96,105.441099225852
M_3_2-L48,63.4314422560794
M_3_2-L72,18.5539706295856
M_3_2-L52,44.3881905369482
M_3_2-L67,15.871472417776
M_3_2-L35,6.72854097406464
M_3_2-L51,9.16942696697922
M_3_2-L10,6573.65715655526
M_3_2-L85,26.5236479782337
M_3_2-L30,41.0669867611282
M_3_2-L9,37.7214156307344
M_3_2-L55,10.6430947221337
M_3_2-L44,63.66501999973
M_3_2-L86,20.7843638272635
M_3_2-L36,27.2595752088934
M_3_2-L53,4.18688264176268
M_3_2-L19,14.9189907163472
M_3_2-L60,15.6504482140547
M_3_2-L14,45.1290454665344
M_3_2-L98,23.9725990959106
M_3_2-L32,58.80522254854
M_3_2-L101,31.1612400283885
M_3_2-L78,29.6047095989883
M_3_2-L97,30.4600693733088
M_3_2-L59,47.3572842751737
M_3_2-L38,61.344345786651
M_3_2-L76,266.235875528767
M_3_2-L25,42.937191521754
M_3_2-L100,41.6578100647562
M_3_2-L40,19719.7429877436
M_3_2-L13,34.4750004901437
M_3_2-L1,7.29993734603157
M_3_2-L73,148.426086290455
M_3_2-L27,35.4579887300863
M_3_2-L99,57.6675642625351
M_3_2-L68,6.81758225482402
M_3_2-L28,98.5690228675235
M_3_2-L17,106.943524519736
M_3_2-L90,13.1881699781881
M_3_2-L107,73.8265469235531
M_3_2-L64,46.0073290729671
M_3_2-L11,132.005256182167
M_3_2-L6,6.26885848680676
M_3_2-L29,14.2529725507023
M_3_2-L24,65.7984755889868
M_3_2-L79,25.6811166771934
M_3_2-L56,87.3713522390686
M_3_2-L91,18.4078608577105
M_3_2-L65,16.4563754246788
M_3_2-L75,168.469231664298
M_3_2-L3,24.7265260477828
M_3_2-L109,207.930262441589
M_3_2-L95,36.2340806613637
M_3_2-L63,35.4089200875449
M_3_2-L66,61.952101478295
M_3_2-L69,51.8117222669756
M_3_2-L106,6.15341162908946
M_3_2-L84,136.424874619801
M_3_2-L5,4.15225339116647
M_3_2-L80,1194.38401911343
M_3_2-L46,103.663724587798
M_3_2-L31,28.6503765423683
M_2_3-L39,13.6338063546062
M_2_3-L61,120.382395111493
M_2_3-L49,30.8503913987183
M_2_3-L12,12.1696304465773
M_2_3-L88,33.120564043129
M_2_3-L70,54.1463780223586
M_2_3-L4,15944.7954609577
M_2_3-L92,114.866763425624
M_2_3-L57,59.0170380932204
M_2_3-L8,104.313403282677
M_2_3-L105,14.0509933028331
M_2_3-L34,19.1628137573148
M_2_3-L93,2196.19705498902
M_2_3-L58,7.04232534343174
M_2_3-L108,14.2194134884571
M_2_3-L21,10.8515592272268
M_2_3-L2,80.3040731702231
M_2_3-L104,98.7645007025216
M_2_3-L22,15.541128877584
M_2_3-L89,19.7747368291311
M_2_3-L81,7.84762062176821
M_2_3-L82,14.0551521115152
M_2_3-L15,12.0855073495885
M_2_3-L94,8.90231290466781
M_2_3-L103,42.2710192853868
M_2_3-L74,97.6555122798191
M_2_3-L77,8.0989626501214
M_2_3-L18,37.0488992563871
M_2_3-L71,108.45932397216
M_2_3-L26,38.8618859477522
M_2_3-L7,61.0303776291414
M_2_3-L54,127.040171573563
M_2_3-L23,23.3794955464613
M_2_3-L20,601.100575057069
M_2_3-L33,477.159707630746
M_2_3-L50,3038.84157668281
M_2_3-L16,12.3131878479202
M_2_3-L47,17.1520214477189
M_2_3-L45,15.7457479082184
M_2_3-L37,14.8749700849851
M_2_3-L43,2713.09565849968
M_2_3-L62,671.664027774887
M_2_3-L87,37.832019807254
M_2_3-L102,37.7832844384149
M_2_3-L42,1444.66445466379
M_2_3-L41,22.1820833671405
M_2_3-L83,30.4830595799444
M_2_3-L96,59.231637841445
M_2_3-L48,57.5450869371969
M_2_3-L72,24.574206595095
M_2_3-L52,43.1128927294969
M_2_3-L67,13.5873009269298
M_2_3-L35,17.1355946935687
M_2_3-L51,79.2524727781836
M_2_3-L10,18.9642908255009
M_2_3-L85,27.7880702955315
M_2_3-L30,26.2889955578074
M_2_3-L9,10.0240823478374
M_2_3-L55,99.1331065339817
M_2_3-L44,77.6115095284381
M_2_3-L86,23.2005652933993
M_2_3-L36,30.1774165115105
M_2_3-L53,129.660624398361
M_2_3-L19,85.9881017082485
M_2_3-L60,1466.92191075489
M_2_3-L14,17.7023343256174
M_2_3-L98,145.902941910071
M_2_3-L32,40.1481975289078
M_2_3-L101,39.4579665416966
M_2_3-L78,37.2199027022455
M_2_3-L97,75.9340965652756
M_2_3-L59,16.7463442706911
M_2_3-L38,29.2976243008417
M_2_3-L76,26.8456213397313
M_2_3-L25,53.284341590643
M_2_3-L100,16.8451934306561
M_2_3-L40,23.6488962876526
M_2_3-L13,24.4996335869602
M_2_3-L1,14.6238231006416
M_2_3-L73,38.5857322894315
M_2_3-L27,23.9736702362704
M_2_3-L99,19.1452634548911
M_2_3-L68,12.2243485227264
M_2_3-L28,26.295819838258
M_2_3-L17,143.520997793643
M_2_3-L90,140.83542781682
M_2_3-L107,69.5370286510662
M_2_3-L64,16.773159816614
M_2_3-L11,44.9170021740788
M_2_3-L6,82.1906901657636
M_2_3-L29,8.69007875214784
M_2_3-L24,24.4906397342647
M_2_3-L79,70.0931948216547
M_2_3-L56,72.2524433077224
M_2_3-L91,23.6756672491582
M_2_3-L65,14.5056609782679
M_2_3-L75,340.954820489713
M_2_3-L3,6.07884906335228
M_2_3-L109,707.068684143195
M_2_3-L95,26.5570884488094
M_2_3-L63,1019.4142438701
M_2_3-L66,68.5484817932545
M_2_3-L69,38.2338717286387
M_2_3-L106,9.40637050075468
M_2_3-L84,66.8498491817331
M_2_3-L5,3.59338959795858
M_2_3-L80,15.226746614427
M_2_3-L46,27.0005438240652
M_2_3-L31,38.1857454994814
M_4_3-L39,22.0869028699998
M_4_3-L61,23.9499810973924
M_4_3-L49,93.9435682501783
M_4_3-L12,129.977427339785
M_4_3-L88,118.319369043113
M_4_3-L70,8619.65264416739
M_4_3-L4,7025.23653086158
M_4_3-L92,51.781776484609
M_4_3-L57,113.869642095498
M_4_3-L8,27.8784877324755
M_4_3-L105,34.1612365404952
M_4_3-L34,23.9558502196188
M_4_3-L93,1106.56710700694
M_4_3-L58,81.2591351111016
M_4_3-L108,142.720363380849
M_4_3-L21,67.653921753077
M_4_3-L2,177.398255682218
M_4_3-L104,659.939355080512
M_4_3-L22,46.6658588097749
M_4_3-L89,130.895016518238
M_4_3-L81,30.3307246131399
M_4_3-L82,144.226348974131
M_4_3-L15,16.4520148445392
M_4_3-L94,164.560348266949
M_4_3-L103,28.8834312192955
M_4_3-L74,135.226966241569
M_4_3-L77,41.4843023431048
M_4_3-L18,51.8033061597427
M_4_3-L71,42.1946548790349
M_4_3-L26,67.1187436990832
M_4_3-L7,143.627823184893
M_4_3-L54,101.649737585264
M_4_3-L23,33.8384291623004
M_4_3-L20,438.916583191797
M_4_3-L33,1113.38151371627
M_4_3-L50,1998.44450609822
M_4_3-L16,10.597460534602
M_4_3-L47,29.6910243752486
M_4_3-L45,112.284278387714
M_4_3-L37,250.796394045392
M_4_3-L43,2886.76616073706
M_4_3-L62,42.6203218631002
M_4_3-L87,90.843319967543
M_4_3-L102,46.8585026608877
M_4_3-L42,1568.3667325644
M_4_3-L41,14.6676145195141
M_4_3-L83,84.8694019189765
M_4_3-L96,86.1499329705993
M_4_3-L48,44.8460133311626
M_4_3-L72,8.41192475723379
M_4_3-L52,26.6140057290169
M_4_3-L67,21.2267116514093
M_4_3-L35,192.404938563237
M_4_3-L51,174.990858264879
M_4_3-L10,20.2690976327358
M_4_3-L85,25.0318974941016
M_4_3-L30,27.792744514808
M_4_3-L9,42.6566336180283
M_4_3-L55,4.15868285761281
M_4_3-L44,45.8199320966882
M_4_3-L86,45.1369540217566
M_4_3-L36,33.4259331874813
M_4_3-L53,299.19304783613
M_4_3-L19,189.675412351853
M_4_3-L60,30.3867522554687
M_4_3-L14,25.9297750050321
M_4_3-L98,68.0328074528226
M_4_3-L32,51.3915082889543
M_4_3-L101,124.250865342256
M_4_3-L78,29.4196670867364
M_4_3-L97,118.598434061647
M_4_3-L59,31.5588429983132
M_4_3-L38,39.2870908014301
M_4_3-L76,29.9524089785752
M_4_3-L25,407.429827634354
M_4_3-L100,21.477058158961
M_4_3-L40,27.3713928464568
M_4_3-L13,24.5712980839986
M_4_3-L1,116.145435414428
M_4_3-L73,39.2507124473034
M_4_3-L27,32.9212552578532
M_4_3-L99,45.3848376146402
M_4_3-L68,80.4106027247323
M_4_3-L28,122.401091567523
M_4_3-L17,12105.9701458739
M_4_3-L90,126.820990887098
M_4_3-L107,20.7885720998743
M_4_3-L64,6.79243703555819
M_4_3-L11,72.997418869933
M_4_3-L6,487.493803303772
M_4_3-L29,41.8466676645415
M_4_3-L24,27.4646902793058
M_4_3-L79,10.1514672860766
M_4_3-L56,9.41986193629296
M_4_3-L91,167.106807239516
M_4_3-L65,13.1668010248992
M_4_3-L75,39.82191747406
M_4_3-L3,6.96778214719001
M_4_3-L109,1577.86714045091
M_4_3-L95,69.8951342431346
M_4_3-L63,7739.29521718412
M_4_3-L66,37.4785101036491
M_4_3-L69,94.4187973242734
M_4_3-L106,21.5523832212609
M_4_3-L84,296.176742499951
M_4_3-L5,238.085743073634
M_4_3-L80,407.680681205643
M_4_3-L46,10.4395934587508
M_4_3-L31,27.6059824597993
M_3_4-L39,126.967708926483
M_3_4-L61,600.737796237374
M_3_4-L49,392.329509102839
M_3_4-L12,324.653626286849
M_3_4-L88,144.807429916338
M_3_4-L70,528.617027052804
M_3_4-L4,10617.7383198098
M_3_4-L92,175.491561579888
M_3_4-L57,7296.46690440028
M_3_4-L8,344.36905201313
M_3_4-L105,28.2130862269208
M_3_4-L34,56.1815115647836
M_3_4-L93,1406.59367019073
M_3_4-L58,2630.5865360115
M_3_4-L108,83.7238047176297
M_3_4-L21,148.440019803185
M_3_4-L2,37.1326853450672
M_3_4-L104,209.852325367396
M_3_4-L22,314.631338683214
M_3_4-L89,300.650025530144
M_3_4-L81,28.5106366915362
M_3_4-L82,55.2271253567815
M_3_4-L15,162.449273010281
M_3_4-L94,1270.18294275843
M_3_4-L103,238.481276107885
M_3_4-L74,1932.64036697781
M_3_4-L77,188.413457612454
M_3_4-L18,188.620226385947
M_3_4-L71,96.2687394191497
M_3_4-L26,582.481138346574
M_3_4-L7,43.3823484314506
M_3_4-L54,632.698817227616
M_3_4-L23,381.965881180182
M_3_4-L20,1411.02500155123
M_3_4-L33,358.144095985339
M_3_4-L50,130.697791619672
M_3_4-L16,13.488634527384
M_3_4-L47,38.4749386857842
M_3_4-L45,265.322438828493
M_3_4-L37,5470.67728034077
M_3_4-L43,275.354272858306
M_3_4-L62,2.51628935328498
M_3_4-L87,1125.75222672648
M_3_4-L102,591.625461096867
M_3_4-L42,100.815339285555
M_3_4-L41,3423.00690977582
M_3_4-L83,98.7100933854847
M_3_4-L96,575.945923501219
M_3_4-L48,2755.41551127324
M_3_4-L72,2212.39908558868
M_3_4-L52,5464.14536349038
M_3_4-L67,13.8044820971315
M_3_4-L35,276.373420461678
M_3_4-L51,84.1024950243141
M_3_4-L10,51.2590864247374
M_3_4-L85,58.3501790241089
M_3_4-L30,260.602323999447
M_3_4-L9,110.214978477376
M_3_4-L55,110.424095627496
M_3_4-L44,1204.58900713516
M_3_4-L86,178.693046834017
M_3_4-L36,477.858087919574
M_3_4-L53,7.13185822786409
M_3_4-L19,44.825966795627
M_3_4-L60,93.130236530569
M_3_4-L14,1134.63241203068
M_3_4-L98,5245.82066729507
M_3_4-L32,132.998867317683
M_3_4-L101,542.815219907709
M_3_4-L78,187.363951313209
M_3_4-L97,893.44199564566
M_3_4-L59,15356.176268944
M_3_4-L38,459.716880134128
M_3_4-L76,82.3823774626109
M_3_4-L25,402.521750673119
M_3_4-L100,194.801471872309
M_3_4-L40,58.1318579946143
M_3_4-L13,146.738380010752
M_3_4-L1,131.430529848079
M_3_4-L73,27.2146721920902
M_3_4-L27,214.294686062228
M_3_4-L99,2793.57293210533
M_3_4-L68,157.942194558654
M_3_4-L28,522.269582604107
M_3_4-L17,7050.36581557613
M_3_4-L90,359.693715341693
M_3_4-L107,162.216607850642
M_3_4-L64,6.54043760905503
M_3_4-L11,122.967295203169
M_3_4-L6,149.789080209708
M_3_4-L29,63.0937053251642
M_3_4-L24,3669.69667252291
M_3_4-L79,4.15873728338829
M_3_4-L56,30.3786689191061
M_3_4-L91,3797.14531660741
M_3_4-L65,414.502929263591
M_3_4-L75,72.552416560885
M_3_4-L3,183.109571704471
M_3_4-L109,291.001649925617
M_3_4-L95,3690.53744504619
M_3_4-L63,279.18782623816
M_3_4-L66,480.431820483143
M_3_4-L69,551.306861886712
M_3_4-L106,30.0653676187917
M_3_4-L84,6195.57858401303
M_3_4-L5,624.528656252709
M_3_4-L80,1248.66951107228
M_3_4-L46,178.917146947707
M_3_4-L31,45.3884554441204
M_5_4-L39,105.764140955188
M_5_4-L61,661.625175590231
M_5_4-L49,281.608081600277
M_5_4-L12,820.639615897186
M_5_4-L88,663.006028730993
M_5_4-L70,57652.3182867609
M_5_4-L4,8818.71326092506
M_5_4-L92,602.406939679572
M_5_4-L57,3587.1641843391
M_5_4-L8,761.283648763177
M_5_4-L105,88.3824174601539
M_5_4-L34,387.569238536916
M_5_4-L93,698.117307225091
M_5_4-L58,1449.92458725154
M_5_4-L108,88.5261820833102
M_5_4-L21,119.036940739033
M_5_4-L2,57.9267805727821
M_5_4-L104,126.160229342214
M_5_4-L22,452.522662632403
M_5_4-L89,97.9503652235306
M_5_4-L81,80.3815905404236
M_5_4-L82,19.1268927150962
M_5_4-L15,299.725726900451
M_5_4-L94,1761.33946074975
M_5_4-L103,181.646638650497
M_5_4-L74,3233.02223543496
M_5_4-L77,200.271991368267
M_5_4-L18,359.645305075755
M_5_4-L71,83.7951842963213
M_5_4-L26,306.169304063456
M_5_4-L7,151.539206435026
M_5_4-L54,599.873953955175
M_5_4-L23,229.504520591744
M_5_4-L20,712.013554943191
M_5_4-L33,30.7656808870583
M_5_4-L50,4986.60371686371
M_5_4-L16,1339.78817145324
M_5_4-L47,89.2544140459004
M_5_4-L45,170.741628509872
M_5_4-L37,1934.59768026309
M_5_4-L43,31.2390184872684
M_5_4-L62,5.4162081167558
M_5_4-L87,826.849823830273
M_5_4-L102,618.355494006063
M_5_4-L42,100.88770217154
M_5_4-L41,3972.5658391914
M_5_4-L83,87.5525563504393
M_5_4-L96,644.397920449648
M_5_4-L48,457.788814220681
M_5_4-L72,6403.32915218892
M_5_4-L52,6312.37393193944
M_5_4-L67,78.4988487615765
M_5_4-L35,411.232675729908
M_5_4-L51,478.798718287832
M_5_4-L10,113.62471666034
M_5_4-L85,83.3160910440821
M_5_4-L30,619.515494799663
M_5_4-L9,38.3335563404709
M_5_4-L55,292.490430064975
M_5_4-L44,1080.47409265582
M_5_4-L86,416.196451861864
M_5_4-L36,212.078447182862
M_5_4-L53,5.63033367851547
M_5_4-L19,152.853268596385
M_5_4-L60,203.309130376029
M_5_4-L14,1472.31167739156
M_5_4-L98,16798.2475807781
M_5_4-L32,152.687294417626
M_5_4-L101,520.000547168843
M_5_4-L78,1700.58245925793
M_5_4-L97,1033.2151481653
M_5_4-L59,660.334897271802
M_5_4-L38,387.993884562781
M_5_4-L76,70.9466172844321
M_5_4-L25,109.95485678015
M_5_4-L100,341.252728320976
M_5_4-L40,70.3644980533807
M_5_4-L13,290.566149779974
M_5_4-L1,180.785215118793
M_5_4-L73,51.0871390120414
M_5_4-L27,111.325956149454
M_5_4-L99,3211.95023898985
M_5_4-L68,10682.5255353114
M_5_4-L28,613.575351519029
M_5_4-L17,2206.75736140882
M_5_4-L90,346.646841981408
M_5_4-L107,365.315107886585
M_5_4-L64,15.6804962788758
M_5_4-L11,90.1066262743106
M_5_4-L6,40.0317753999474
M_5_4-L29,73.9774161301473
M_5_4-L24,4791.83324377753
M_5_4-L79,34.5156616877193
M_5_4-L56,229.243103037442
M_5_4-L91,5477.60851267639
M_5_4-L65,392.734737366436
M_5_4-L75,905.63415745524
M_5_4-L3,168.094184717914
M_5_4-L109,725.442378869542
M_5_4-L95,1739.62778862638
M_5_4-L63,555.549631217883
M_5_4-L66,260.240282728006
M_5_4-L69,214.138434205313
M_5_4-L106,126.73976605715
M_5_4-L84,7425.61798345535
M_5_4-L5,178.219247591282
M_5_4-L80,969.475581494355
M_5_4-L46,107.923600471415
M_5_4-L31,119.466249772007
M_4_5-L39,476.985190308675
M_4_5-L61,163.628919234727
M_4_5-L49,2263.38457354696
M_4_5-L12,2309.24623872227
M_4_5-L88,272.391160693539
M_4_5-L70,16129.2592885045
M_4_5-L4,3500.86158404607
M_4_5-L92,1197.30108446864
M_4_5-L57,3636.68067345092
M_4_5-L8,6210.48549297831
M_4_5-L105,985.842882612716
M_4_5-L34,401.18462516183
M_4_5-L93,1168.27753365888
M_4_5-L58,240.142060888521
M_4_5-L108,889.076697022366
M_4_5-L21,87.9498962054159
M_4_5-L2,208.25570840655
M_4_5-L104,56.8069155499928
M_4_5-L22,717.355659687641
M_4_5-L89,69.9296170282869
M_4_5-L81,470.892311719899
M_4_5-L82,11.3847636503217
M_4_5-L15,147.877260807013
M_4_5-L94,120.106121965473
M_4_5-L103,1927.32052057385
M_4_5-L74,3097.05828354777
M_4_5-L77,130.090713036189
M_4_5-L18,851.983695821251
M_4_5-L71,121.203668953964
M_4_5-L26,2280.4444546382
M_4_5-L7,530.082903183701
M_4_5-L54,1724.4296013716
M_4_5-L23,693.472955048311
M_4_5-L20,2106.24443373141
M_4_5-L33,65.0081427349051
M_4_5-L50,48.3769751979055
M_4_5-L16,6.31591782728999
M_4_5-L47,993.184246657819
M_4_5-L45,1441.37692598819
M_4_5-L37,5269.6617790733
M_4_5-L43,117.057403457127
M_4_5-L62,11.9894097932858
M_4_5-L87,2843.75171350779
M_4_5-L102,2426.35387807644
M_4_5-L42,941.067364390448
M_4_5-L41,1729.74454354622
M_4_5-L83,1566.42233151386
M_4_5-L96,4595.20974791662
M_4_5-L48,1861.81134734704
M_4_5-L72,344.56033896874
M_4_5-L52,511.509750371678
M_4_5-L67,44.3563639703912
M_4_5-L35,2396.26939923756
M_4_5-L51,418.02548343536
M_4_5-L10,175.431791032237
M_4_5-L85,2526.81990916054
M_4_5-L30,271.736395155334
M_4_5-L9,1149.24740098553
M_4_5-L55,454.302498122313
M_4_5-L44,2313.27714316012
M_4_5-L86,3072.18885603663
M_4_5-L36,2421.20308194108
M_4_5-L53,6.64831422632528
M_4_5-L19,1769.7002779022
M_4_5-L60,246.644009272167
M_4_5-L14,220.878416756329
M_4_5-L98,4189.15674244844
M_4_5-L32,8988.88348837726
M_4_5-L101,3287.28589476311
M_4_5-L78,1602.64237764963
M_4_5-L97,4729.60579521577
M_4_5-L59,2669.7166765116
M_4_5-L38,1839.30777052917
M_4_5-L76,285.135530822139
M_4_5-L25,1010.38545084807
M_4_5-L100,6.01860659991765
M_4_5-L40,460.3403984719
M_4_5-L13,222.844064076446
M_4_5-L1,49.8719606152521
M_4_5-L73,1587.28281648564
M_4_5-L27,1176.55921175633
M_4_5-L99,1141.98653734899
M_4_5-L68,94.8514596041849
M_4_5-L28,632.28859083631
M_4_5-L17,4309.7726394191
M_4_5-L90,272.782712159951
M_4_5-L107,1190.87372224653
M_4_5-L64,248.994779049755
M_4_5-L11,2387.33646062121
M_4_5-L6,426.13818245796
M_4_5-L29,1480.06345797863
M_4_5-L24,8108.80829593303
M_4_5-L79,35.9892496371369
M_4_5-L56,2396.9458277094
M_4_5-L91,224.429648917025
M_4_5-L65,52.0035781496788
M_4_5-L75,2344.56954260463
M_4_5-L3,41.3178379278081
M_4_5-L109,1125.5469075925
M_4_5-L95,2049.83993652908
M_4_5-L63,94.2015186883375
M_4_5-L66,188.075861993024
M_4_5-L69,1281.63047919372
M_4_5-L106,203.162867779924
M_4_5-L84,2667.02516117418
M_4_5-L5,110.296142483708
M_4_5-L80,1699.89152311515
M_4_5-L46,1372.27068584176
M_4_5-L31,245.534450323882
M_6_5-L39,289.608202494953
M_6_5-L61,86.1278701927355
M_6_5-L49,3884.92004027757
M_6_5-L12,2271.098094172
M_6_5-L88,448.639871924928
M_6_5-L70,23220.0676549751
M_6_5-L4,4785.00456762391
M_6_5-L92,1315.31048823203
M_6_5-L57,3941.88354929095
M_6_5-L8,2376.00348273727
M_6_5-L105,4289.80334098717
M_6_5-L34,1321.62594182038
M_6_5-L93,1311.72146471388
M_6_5-L58,132.726589126453
M_6_5-L108,954.521443149811
M_6_5-L21,36.4126242386681
M_6_5-L2,143.976464825058
M_6_5-L104,32.3873191679234
M_6_5-L22,3446.62247023567
M_6_5-L89,26.7788748491916
M_6_5-L81,471.516658216973
M_6_5-L82,30.0409131656271
M_6_5-L15,216.190494248097
M_6_5-L94,139.225404561744
M_6_5-L103,2628.57563799658
M_6_5-L74,2845.06889965935
M_6_5-L77,341.417399569414
M_6_5-L18,2587.91771586606
M_6_5-L71,211.909213376485
M_6_5-L26,2344.83613976189
M_6_5-L7,497.289072752396
M_6_5-L54,1222.22155780835
M_6_5-L23,779.213073773498
M_6_5-L20,1254.30240517885
M_6_5-L33,26.7912749703801
M_6_5-L50,713.361772258991
M_6_5-L16,29.3505453222945
M_6_5-L47,1767.66828786164
M_6_5-L45,10158.2890209741
M_6_5-L37,7093.98869951159
M_6_5-L43,88.6290331500359
M_6_5-L62,3.46980706418159
M_6_5-L87,1841.08683507661
M_6_5-L102,3524.10972330083
M_6_5-L42,1624.35347558486
M_6_5-L41,842.472540794813
M_6_5-L83,3534.54333210265
M_6_5-L96,9954.60690273998
M_6_5-L48,1553.50261020363
M_6_5-L72,23.0979372573829
M_6_5-L52,4160.11306443017
M_6_5-L67,60.7527224437604
M_6_5-L35,4917.61129536952
M_6_5-L51,129.899549368309
M_6_5-L10,265.253697938706
M_6_5-L85,1584.56046878719
M_6_5-L30,323.737920289884
M_6_5-L9,1844.98346927062
M_6_5-L55,409.309551847746
M_6_5-L44,1743.51182576271
M_6_5-L86,4004.54069527516
